c1,c2,c3,c4,c5,c6,c7,c8
-0.5,,0.3,1.3,0.1,0.1,8.5,Fair
-0.6,3,2.6,0.2,0.8,0.3,-9,Excellent
-0.3,4.7,0.8,0.4,1.2,1.1,-11.2,Good
0.6,,4.3,0.1,0.1,,5,Excellent
1.1,-1,0.9,3.9,0.2,0.9,-10.7,Very Good
-0.1,-11.1,4.6,2.8,0.7,,13,Very Good
1.1,-7.6,0.1,2.4,0.3,1.1,-7.1,Very Good
1.8,0.4,1.2,16.1,0,0.5,14.1,Poor
0.5,-2.7,0.3,1.7,,1.4,4,Fair
-0.6,-3,1,2.7,4,0.2,-12.6,Excellent
0.9,10.8,0.5,0.1,1.5,0.1,16.7,Very Good
-1.1,-1.8,2,19.4,0.4,0.8,-1.5,Very Good
1,4,1.7,8.2,1.9,0.8,-1.5,Very Good
0.6,-4.8,0.4,0.2,2.8,0.3,-8.7,Very Good
1.3,-3.3,0.9,0.6,,0.9,-2.5,Excellent
-2.1,-9,0.5,13.4,1,2.6,12,Very Good
0.4,-3.5,2.9,1.2,1.1,1.4,17.3,Good
1.5,4.7,4.1,59.4,0.1,0.1,-8.7,Excellent
0.9,-4.7,0.3,57.6,,0.6,6.4,Poor
-1,1.7,0.4,0,0.4,0.8,-1.2,Excellent
0.7,-4.2,5.1,0.1,5,0.6,15.9,Poor
1.6,,4.8,0.3,1,1,13.8,Fair
-0.7,2.9,0.7,34.7,,1.9,-12.5,Excellent
-0.4,-8.2,1.8,8,0.4,0.1,-2.1,Good
-0.7,5.3,0.3,0.1,0.2,1.2,1.7,Good
0.2,1.6,0.6,0.1,0.2,0.6,2.5,Very Good
-1,5.7,1.5,0.2,0.7,0.2,-4.3,Fair
0.7,3.4,0.9,6.1,2.2,,6.7,Poor
0.2,9.2,0.6,0.9,0.4,0.7,-13.2,Excellent
1.9,-6.4,1.8,48.9,1.6,1.6,14,Excellent
0.3,-12,0.7,14.6,0.6,0.3,-21,Good
-1.1,-6.6,0.3,106.8,0.3,0.7,-14.2,Good
-2.1,2.4,2.1,4.6,0.8,0,-9.8,Poor
0.4,-2.6,1.3,0.1,0.5,0.5,17.4,Fair
-1.2,-0.1,0.9,8.1,0.8,0.4,18.9,Excellent
0.9,7.3,4.1,11,0.8,1.9,-11.1,Good
0,-1.2,5.5,0.3,0.1,0.1,2,Fair
-0.4,-1.2,0.4,0.1,0.3,0.4,0.7,Fair
0.4,0.5,0.2,5.5,1.6,0.9,7.1,Very Good
-0.6,5.2,0.3,1,1.4,0.1,-23.8,Very Good
-1.8,9.1,0.3,10.9,,1.9,-2.4,Very Good
0.1,-0.2,0.9,1.7,0.5,1.5,-3.2,Good
-0.2,0.8,1.2,0.6,1.7,0.3,-16.5,Very Good
-2,-6.3,0.6,5,0.8,,-0.9,Good
-0.1,6.3,3.4,2.3,2.4,0.3,15.9,Very Good
0.8,1.7,5.1,2,1,0.3,-7.9,Good
-1.1,5.4,0.1,0.3,1.9,3.2,1.9,Good
-0.3,0.2,0.9,0.2,0.8,2.5,23.5,Good
0.8,-2.7,1.7,0.2,0.2,,-6.7,Excellent
-0.8,-0.5,0.7,9.8,0.1,0.1,-1.8,Poor
1.3,-13.4,0.4,0.4,0.8,0.5,7.9,Poor
0.4,8.8,0.4,0.1,0.8,0.5,17.1,Fair
0.5,-8.5,1.7,7,0,1.1,-0.1,Very Good
0.9,-1,14,0.6,3.2,1.1,1.7,Good
-0.5,-2.5,0.1,5.4,2.2,0.1,-8.2,Very Good
2.2,0.2,4,12.4,0.8,0,0.4,Very Good
1.2,-11.2,0.9,0.4,0.9,1,-0.7,Excellent
1.2,-5,0.6,0.1,,0,-1.3,Very Good
0.7,3.7,0.4,0.1,2.2,1.3,21.2,Fair
-0.8,1.4,0.7,10.5,3.2,0,4.1,Very Good
1,-13.5,10.5,26.1,0.1,1.4,-4.5,Very Good
-0.4,2.7,1.3,0,3,,22.6,Very Good
-1.3,-1.6,0.9,16.7,0.2,2.6,-4.4,Poor
1.8,,0.2,0.2,,1.5,6.4,Very Good
-0.8,9.5,1.5,5.5,1.5,0.5,10.2,Poor
1.4,,0.9,0.1,1,0.6,-0.6,Fair
-0.9,-3.3,2.1,0.1,1,0.3,2.7,Fair
1,4.1,0.3,1.3,1.7,1.9,8.6,Very Good
2.1,-5.5,0.6,0.5,1.8,0.4,-12.2,Very Good
0.5,7.7,0.4,1.3,0.7,1.7,-1.8,Very Good
0.3,-3.6,3,29.5,0.6,1,1.8,Very Good
0.7,1.2,0.6,11.1,0.9,0.6,6.5,Good
1,7.6,0.2,0,0.1,0.3,3.6,Fair
-0.2,2,0.7,8.7,0.4,0.1,5.1,Good
-2.2,,1.3,4.9,2.1,0.3,7,Fair
0.9,,3.4,48.4,0,1.4,0.9,Fair
-1.2,-2.7,5.3,0,0.1,0.2,8.3,Good
2.1,,0.3,0.9,0.8,0.3,1.4,Very Good
0.3,0.4,3.4,3,3.2,0,16.6,Good
0.2,,0.3,1.7,0.1,1,-3.5,Good
0.4,-3.3,3.3,0.4,0.2,0.6,-11.1,Very Good
0.6,11.6,0.3,3,,0.1,-26.3,Excellent
-1.1,,1.9,0.1,0.3,,5.8,Excellent
-0.1,-3.9,0.9,0.2,0.3,0.6,2.8,Excellent
1.5,,1.9,26.9,0.8,,12.4,Excellent
0.3,-2.5,1.1,24.9,0,1.9,-4.5,Fair
-0.1,-3.4,0.6,0.1,1.6,,-4.8,Fair
1.8,-0.4,0.6,0.1,0.6,0.1,-7.3,Good
-1,2.8,0.2,0,0.2,0.4,-4.2,Good
1.2,-5,0.9,0.2,1.3,0,-3.1,Fair
-0.1,3.5,0.5,0.3,1.3,,-1.4,Fair
-0.6,-0.6,5.2,0.3,0.2,0,17.1,Good
-1.1,1,0.9,5.2,0.3,0.6,16.3,Fair
1,,7.6,0.2,2.9,0.1,10.7,Poor
0,-2.7,0.8,0.1,0.4,0.3,-8.1,Excellent
-0.7,,0.3,2.7,1.2,6,13.5,Poor
0,0.8,2.7,1.6,0.7,0.1,19.3,Very Good
-0.5,-0.1,6.1,33.7,2.3,0.3,4.1,Fair
-0.6,-1.8,1.1,5.3,0.3,1,8.3,Excellent
0.4,-4.3,1.1,1,0,1.2,-9.5,Fair
-1.1,4.9,1.4,0,0.3,0.7,-19.3,Excellent
-0.4,5,6.1,1,0.5,0.5,12.8,Fair
0.5,-2.8,0.9,171.2,0.4,0.2,-1.9,Very Good
1.5,5.9,0.6,0.8,0.8,2.8,10.8,Very Good
-0.2,2.9,2.3,0.1,0.9,0.4,1.4,Good
-1,1.6,1.3,0.2,,0.9,-2.1,Poor
-0.3,0.4,0.6,5.1,0.5,0.5,15.4,Fair
0.3,-6.9,1.3,1.1,0.4,0.6,24.5,Fair
-0.4,3.5,3.2,0.2,1.7,4.8,-16.3,Excellent
1,-3.4,0.6,3.8,0.4,0.4,4.9,Excellent
0.4,1.1,1.2,0.2,0.8,0.1,-6.7,Excellent
2.2,-4.6,2.6,0.6,1.1,3.1,-0.2,Poor
0.8,3.4,0.7,0.6,0.7,0.1,-15.8,Very Good
-0.3,-8.9,0.7,0.1,0,0.5,15.2,Very Good
2.5,1.9,2.8,0.3,1,1,-0.7,Fair
1,2.6,0.5,1.4,1.6,0.1,4.7,Good
1.6,1.5,1,23.5,1.6,0.7,-19.2,Fair
-1,8.4,0.6,3.9,0.5,0.4,-13.5,Fair
-2.5,-8.1,0.7,0.9,3.1,1.6,7.5,Good
0.2,1.3,0.7,3.2,0.5,1.3,-3.3,Fair
0.7,-5.4,1.3,0,0.6,0.7,-12.1,Very Good
0.7,,1.7,1.2,1.3,3.1,-18.3,Poor
0.6,,0.9,0.2,0.6,2.5,11.7,Fair
1.8,-3,3.7,0.4,0.6,2.1,-5.3,Fair
-0.2,1.7,0.5,3.9,1.9,0.8,-13.8,Very Good
-0.7,7.6,0.5,0.2,0.4,,-11.9,Very Good
1.2,1.3,0.8,0.2,0.4,1,5.9,Very Good
-1.4,-6,1.6,0.1,0.2,1.3,1.1,Very Good
-1.6,-3.4,0.1,1.4,,0.5,-12.7,Fair
-0.3,,0.5,2.2,2.7,0.2,-7.4,Very Good
-0.7,-1.1,0,0,,0.8,-11.8,Fair
0.3,2.9,0.7,0.1,2.7,0.6,-5.4,Excellent
0.4,2.8,2.6,0.9,4.9,0.1,-2.2,Poor
0.7,,0.4,8.1,0.9,,-5.1,Very Good
-1.6,1.2,2.4,0.9,0.2,1.9,7.9,Very Good
0.3,-7.8,0.5,0,0.1,2.9,7.1,Fair
-1.2,1.5,29.3,4,1.1,2.2,-2.6,Very Good
-0.5,8.4,3.1,2.8,0.2,1.5,-2.4,Fair
1.1,5,0.5,2.1,1.3,1,8.8,Very Good
-0.2,-0.7,2.9,1.9,1.7,0.9,7.8,Excellent
0.8,4.6,0.4,1.9,0.3,0.5,-5,Fair
0.3,10.3,2.6,45.3,3.5,0.9,-11.1,Good
1.1,-2.2,0.4,16.3,0.3,0.6,-2.1,Very Good
0.5,,2.1,0.5,0.6,3,-0.1,Poor
,-4.4,2.5,2.4,0.2,1.3,0.7,Excellent
-1.8,5.2,0.7,1.8,1.2,0.9,-5.8,Fair
-0.4,6,0.9,3.5,0.1,0.6,-6.7,Excellent
0.2,,2.1,0.2,0,,-5.4,Good
0.2,-3.9,1.4,5,1.2,2.9,11.2,Fair
0.2,2.1,2,3.6,0.2,2.7,-11,Very Good
0.9,,1.8,1.3,0.2,,-8.3,Very Good
-0.2,3,1.6,0.2,1,2.6,11.3,Good
-2.6,5.9,0.3,0,1,0.7,0.9,Very Good
-1.1,1.2,0.6,0,0,0.2,10.5,Fair
,5.9,0.8,39.9,1.9,1.3,-15.4,Very Good
0.6,1.9,0.3,1.8,0.3,0.3,17.3,Poor
1.5,-2.3,0.1,0,0.7,0.4,9,Good
0.3,3.1,0.8,0.7,0,,0.1,Excellent
0,-5,0.2,0,0.1,0.6,-4.4,Poor
-1.8,6.2,0.8,295.6,,1.1,-9.8,Good
-0.2,-5.8,1.3,13.4,0.4,,-20.1,Good
-1.2,,0.6,6.8,3.1,0.3,-15.6,Very Good
-0.4,6.8,1,0.8,1.8,4.1,13.2,Excellent
-0.1,-2.4,0.1,5.4,0.7,1.4,-3.1,Very Good
1.7,-3.5,4.3,0.2,2.9,0.2,-12.3,Good
1.4,0.4,1.4,0.7,0,,11.5,Excellent
-0.5,-5.1,1.3,0.4,0.3,0.6,-13,Good
-0.3,-4.9,0.9,0.4,0.2,,2.4,Fair
1.7,8.5,0.5,1.2,0.3,0.1,-7,Very Good
0.2,3.7,0.3,0.9,0.1,2.6,-1.7,Excellent
0.4,1.3,12.1,3.8,0.4,0.9,-14.8,Excellent
0.7,2,0.7,3.5,2.3,0.2,-13.9,Fair
-1.3,-2.9,0.5,0,1.4,0.4,-10.4,Fair
-0.1,-1.4,0.3,1.3,1,,8.8,Good
1.8,-10.1,5.1,1,,1.8,1,Fair
0.3,0.8,0.6,3,3.9,0.2,2,Fair
0.2,0.5,0.7,0,0.2,0.6,12.1,Very Good
-0.2,-1.2,0.7,0.1,1.7,0.2,-16,Very Good
-0.7,3.1,3.3,0,1.7,3,4.9,Good
-0.2,3.6,1.8,0.3,1.5,1.3,1.9,Excellent
-0.8,-12.2,0.6,1.7,1,0,-1.4,Fair
-1.9,12.1,3.4,3.6,0.8,2,1.4,Very Good
-1.7,-10.8,4.6,3,0.2,0.4,-7.8,Poor
0.4,-3.9,1.4,0.6,0.8,0.5,16.1,Good
-1,0.8,0.6,0.1,2.2,,-12.4,Very Good
-0.6,-2.5,0.7,4,1,0.8,3.7,Very Good
1.4,8.3,2.2,0.1,2.5,3,11.3,Very Good
0.4,-1.6,4.9,8.6,0.2,0.8,15.9,Good
,4.2,1.3,9.1,0.2,0.1,-25.7,Poor
0.6,-3.2,4.7,0.6,0.5,0.8,-17.3,Fair
0.6,3.6,0.5,0.2,1,,10.2,Very Good
-0.1,2.1,0.4,0.5,0.8,0.4,12.8,Fair
0.6,,1.4,30.7,2.8,1.6,-9.3,Poor
0.2,5.1,0.3,14.4,,0.2,8,Good
-0.3,2.7,1.6,36.7,0.5,,-2.1,Poor
-0.5,2.1,1,0,4.2,1.1,-14.5,Good
1.2,4.8,0.4,0.4,0,0.5,-2.3,Very Good
-0.3,4.5,1.5,0.3,0.4,0.7,-22.3,Excellent
0.2,-8.9,0.2,0.9,1.6,2.5,-2.7,Good
-1,-4,0.7,0.6,0.3,0.7,-1.1,Fair
0,5.4,0.8,22.9,0.6,1.4,5.3,Good
-0.6,2.2,4.3,0.2,0.6,0.3,7.1,Excellent
-0.9,2.1,1.4,1.4,0.2,0.2,-11,Very Good
-1.3,7.3,0.2,4.3,2.1,,15.9,Very Good
-0.3,8.2,3.8,1.4,0,,-11.5,Fair
1.5,4.5,0.3,22.3,,0.3,0.8,Fair
-0.4,-5.6,0.8,0.1,0,0.2,-1.4,Very Good
-1.2,-5.6,1.3,1.2,1.5,0.6,10.5,Fair
-0.5,-3.5,1.3,0.2,0.5,0.7,3,Fair
1.4,,0.4,0.5,0.3,,-5.9,Good
1,1.1,1.6,0.1,0.7,0.6,-22.3,Fair
0,4.4,1.5,32.1,0.6,0.1,0.2,Fair
-0.4,-1.1,1.5,0.1,1.7,0.9,-5.4,Good
1.7,,0.3,0.7,1.6,0.3,-16.8,Fair
-0.2,-2.4,1.9,0.5,0.2,0.4,9.8,Excellent
0.4,-3.1,3.2,0.6,2.1,0.3,-12.2,Very Good
-0.7,-4.1,1.5,1.9,0.3,0.7,13.8,Poor
0.4,-8.8,0.3,2.5,,2.1,1.9,Very Good
-1.6,5.6,0.6,0.4,1.3,1.5,-10.9,Fair
-0.3,5.2,0.8,0.3,0.2,0.3,2.4,Fair
0.5,5.1,6.2,1.4,0.9,1.1,27.3,Excellent
-1.8,-2,1.7,0.1,0.9,0.8,-3.6,Excellent
1.3,2.5,1.1,0.6,0,1.3,-5.8,Poor
2.5,6.1,1.1,23.8,0.6,1.7,-6,Fair
-1.3,-5.6,0.3,6.7,,1,2.5,Very Good
0.9,5.4,2.2,0.2,0.9,,-0.2,Fair
-1.2,-5.9,3.1,0.4,0.9,0.2,9.1,Poor
-0.5,4,2,0.1,0.7,,2.4,Poor
1.9,3.3,0.3,0.2,0.9,0.2,-19.5,Good
0.7,5.7,1.8,0.4,1,3.9,5.2,Excellent
-0.8,-1.2,0.3,0.3,2.7,0.1,-1.1,Good
-0.3,-10.7,0.6,0.9,0,0.2,-7.4,Fair
-1.5,9.4,0.3,0.4,2.5,0.6,15,Poor
-0.4,-0.9,1.7,7.4,0.2,0.8,-6.9,Very Good
0.3,1.8,0.9,0.2,0.8,2.5,-23,Fair
2.2,,1.1,0.1,0.2,1.2,-1.5,Good
-0.6,-4.4,1.1,0.2,,0.4,-10.7,Very Good
-0.4,5.3,3.1,0.2,2.3,,-11,Good
-1.3,-1.5,0.5,2.4,0.7,0.5,16,Good
-0.3,13.6,0.2,24.6,1,0.5,4.1,Very Good
-0.5,2.9,6.1,1,1.8,0,-11,Very Good
0.9,-1.7,0.4,1.9,0.4,0.3,-3.8,Very Good
1.8,5.2,0.3,5.9,0.9,0.5,-6.8,Very Good
0.7,3.6,0.7,5.8,1,0.3,-0.6,Fair
1.1,3.7,2.3,0.1,1.5,0,6.4,Fair
-0.5,3.9,0.3,2.6,2,1.4,2.5,Poor
-0.5,7,1.3,0.7,2.3,,9.3,Excellent
0.4,-4.5,1,3.9,0.6,0.6,-14.2,Fair
1.6,-0.4,0.5,0.1,0.5,0.4,-0.1,Very Good
0.1,-3.5,1.7,11.5,0.1,0.6,-1,Fair
-0.2,-7.4,0.4,0.1,0.2,0,11.4,Poor
-1.7,2.1,0.2,0.5,1.7,0.5,-2.7,Very Good
-0.1,-8.1,1.4,1.2,0.3,0.2,-3.4,Excellent
-0.3,-2.4,0.3,12.1,0.5,0.3,-3.5,Poor
-0.2,,1,0.3,1.1,0.6,-18.9,Excellent
-0.3,-0.8,0.4,0.9,0.2,0.2,-2,Fair
1.3,0.2,13.9,0.6,0.2,0.2,4,Very Good
0.1,,1.6,0.9,0.2,0.3,6.2,Excellent
-0.2,9.4,1.4,12.7,0.7,0.7,5.9,Good
-0.1,-1.6,0.7,0.2,0.3,3,4.5,Fair
-0.5,4.8,0.8,0.3,0.4,0.5,-5,Very Good
0,2.3,0.4,52.4,1.3,1.1,-1.4,Fair
2,-5,0.4,1,0.8,0.1,4.4,Good
0.8,-0.7,0.8,2.1,0.6,1,17.9,Poor
-0.2,-1.4,0.8,7.8,3.4,0.4,-1.3,Fair
-0.4,3.1,0.7,0,0.5,3.8,1.6,Good
-1.5,,0.7,0.6,0.3,0.2,7.8,Very Good
0.6,-7.8,0.6,0.1,3.4,,8,Poor
-0.3,6.8,1.3,0,0.8,1,-9.6,Fair
-0.3,-2.1,0.3,0.3,0.6,0.4,9.8,Good
0,2.7,2.6,0.3,0.9,1.3,-4,Very Good
-1.4,-0.1,0.8,1,1.3,0.1,-1.1,Poor
1,3.3,0.4,0.1,0.1,0.7,-14.1,Fair
-1.8,,1.3,0.3,1.1,0,4.2,Poor
-0.2,-5.8,0.4,0.2,0.1,0.4,-7.2,Fair
-0.7,4.3,0.8,2.8,1.5,0.4,4.4,Fair
-1,-3.6,10.1,0.2,0.7,0.1,-3.5,Excellent
-0.7,0.6,1.4,5.2,1.4,0.9,-2.9,Fair
0,-12,2.6,0.9,1.4,1.3,13.8,Fair
0.7,,1.1,4,0.4,1.4,9.9,Very Good
-0.6,-9.2,0.8,1.6,1.8,1.9,-15,Very Good
0.7,3,1.5,2.8,0.2,0.3,6.7,Fair
1.3,-5.1,0.6,1.7,0.2,0,13.7,Fair
-0.7,1.4,2.4,1.1,0.5,2.5,-0.6,Poor
0.3,-1.1,1.3,0.1,1.5,2.7,8,Excellent
-0.4,6.2,0.3,0.9,0.4,1.4,5.5,Very Good
-0.9,1.1,0.2,0.3,2.7,2.4,1.5,Good
-0.9,-2.4,1.2,17.4,1.1,,16.9,Very Good
0.5,-11.8,0.8,1.1,0.5,0,13.5,Fair
1.3,-1.6,0.3,24.3,0.9,2.7,-5.4,Fair
,-1.4,1.1,0.7,,5.3,-9.9,Excellent
0.6,-1.2,1.3,0,0.9,0.3,5.4,Good
0.8,-5,1.1,0.1,0.3,0.1,4.1,Very Good
-0.1,4.6,0.4,15.3,1.5,0.5,3.2,Good
-1.4,7.2,0.6,0.6,2,0.4,10.6,Excellent
-1.1,-0.7,1.7,0.9,0,3,-5.9,Poor
0.3,-5.5,0.3,0.4,1.3,2,2.8,Poor
-0.1,10.4,0.9,0.1,0.6,,-17,Fair
-1,,1.5,0.8,0.5,2.8,-7.2,Fair
1.5,-1.9,2.8,0.6,2.2,4,16.7,Fair
0.6,-2.4,1.5,0.2,1.2,1.5,-8.3,Good
-0.9,3.8,0.7,0.2,1.8,1.1,18,Good
0.1,0.3,2.1,2.8,1,0.3,-10.2,Good
1.1,6.1,1.7,1.7,0.4,0.4,10.6,Good
-1.8,1.5,4.4,2.5,0.2,0.9,4.2,Poor
-1.1,-2.4,5.3,8.1,0.3,0.1,-10.5,Fair
0.6,3.2,1.1,0,3.4,0.2,10.7,Very Good
-0.3,0.1,0.2,0.1,0.2,2.9,16.3,Very Good
-1.1,4.2,0.2,0.1,0.5,0,5.5,Very Good
0.3,-7.9,1.5,0,1.8,0.9,-9.7,Fair
1.4,4,0.2,134.6,2,1.4,7.6,Poor
0.3,2.9,0.4,0.2,0.4,1.3,16.4,Fair
-0.4,-2.7,1,2.9,0.1,2.9,-2.3,Good
-1.5,-10.1,0.5,0.2,1.2,0.2,-5.8,Very Good
-0.6,6.4,2.6,0.5,0.5,0.1,16.5,Excellent
-0.6,,0.2,0.2,2.2,3.3,-3.5,Poor
-0.2,-10.2,1.4,0.3,4.1,1.5,-14.9,Fair
1.9,-4,0.4,2.2,1.3,1.8,-1.5,Excellent
0.4,6.1,0.8,5.6,,0.1,15.1,Good
-1.1,13.2,0.8,26.5,0.1,0.6,1.8,Good
-1.5,0.5,0.1,4.7,0.6,0.7,3.9,Excelent
0.5,-6.7,4.3,0.4,0.6,0.5,6.1,Good
1.2,-0.3,0.6,0.1,0.3,2,-0.6,Excellent
1.2,1.3,2.5,0.6,1.9,0.8,-0.5,Very Good
-0.1,3,2.1,2.4,1,0.7,18.4,Fair
0.1,,2.9,2.2,0.4,0.1,3,Poor
0.6,1.2,0.2,2.7,1.2,0.8,8.9,Fair
0,6.5,0.4,0.3,2.3,2.7,8.9,Good
1.8,-4.2,0.5,3.2,1.3,0.3,-7.9,Very Good
0.1,-2.5,1.7,0.4,2.9,0.8,0.9,Very Good
